,TransactionID,DeviceType,DeviceInfo
60933,3134651,mobile,KFFOWI Build/LVY48F
61005,3134970,desktop,Windows
61016,3135030,desktop,Windows
61029,3135102,mobile,MotoG3 Build/MPIS24.65-33.1-2-16
61156,3135569,mobile,
61184,3135772,desktop,Windows
61192,3135818,desktop,
61196,3135843,desktop,Trident/7.0
61226,3135979,mobile,SM-G950F Build/NRD90M
61829,3138869,mobile,
61980,3139541,desktop,Windows
62134,3140275,mobile,iOS Device
62140,3140300,desktop,
62176,3140436,desktop,Windows
62186,3140489,desktop,MacOS
62314,3141079,desktop,Windows
62320,3141112,desktop,Windows
62359,3141322,desktop,Windows
62360,3141324,mobile,SM-G935P Build/NRD90M
62361,3141332,mobile,LG-M210 Build/NRD90U
62362,3141338,desktop,Windows
62387,3141474,desktop,Trident/7.0
62394,3141493,desktop,Trident/7.0
62660,3142629,mobile,iOS Device
62704,3142756,mobile,LGMS210 Build/NRD90U
62963,3144237,desktop,Windows
62971,3144271,desktop,rv:51.0
63174,3145286,desktop,
63203,3145408,desktop,Windows
63213,3145428,mobile,SM-J320M Build/LMY47V
63341,3146056,mobile,RS988 Build/MMB29M
63446,3146682,desktop,Windows
63470,3146770,desktop,Windows
63512,3147011,mobile,
63564,3147277,mobile,SM-G930F Build/NRD90M
63570,3147312,,
63583,3147359,desktop,Windows
63627,3147540,mobile,iOS Device
63639,3147627,desktop,Windows
63652,3147690,mobile,
63681,3147799,mobile,
63795,3148302,desktop,Windows
63808,3148360,desktop,Windows
63897,3148830,desktop,Trident/7.0
63920,3148981,mobile,SM-G530H Build/KTU84P
64215,3150716,mobile,LG-K200 Build/MXB48T
64245,3150871,mobile,
64256,3150941,mobile,SM-G935F Build/NRD90M
64261,3150962,desktop,Windows
64264,3150981,mobile,SM-G925P Build/NRD90M
64348,3151398,mobile,SM-J320M Build/LMY47V
64371,3151565,desktop,Trident/7.0
64376,3151591,,
64414,3151779,mobile,
64415,3151781,desktop,Windows
64422,3151852,mobile,rv:57.0
64436,3151945,desktop,Windows
64459,3152037,desktop,
64521,3152420,mobile,LG-H542 Build/MRA58K
64530,3152439,desktop,Windows
64753,3153851,mobile,MotoG3 Build/MPIS24.65-33.1-2-16
64760,3153879,desktop,Windows
64775,3153921,mobile,
64817,3154062,desktop,
64822,3154092,desktop,Windows
64830,3154148,mobile,iOS Device
64835,3154177,mobile,iOS Device
64892,3154579,desktop,MacOS
64896,3154587,desktop,Windows
65057,3155513,desktop,Windows
65132,3155908,mobile,
65191,3156516,desktop,MacOS
65195,3156527,mobile,iOS Device
65239,3156941,desktop,
65465,3159005,desktop,Windows
65498,3159271,desktop,Windows
65557,3159578,mobile,
65575,3159652,desktop,
65597,3159693,mobile,iOS Device
65645,3159857,mobile,Moto E (4) Build/NMA26.42-69
65655,3159882,mobile,
65921,3161704,desktop,Windows
65924,3161720,mobile,LG-H870 Build/NRD90U
65930,3161768,desktop,Windows
65938,3161844,desktop,Windows
66050,3162637,desktop,Trident/7.0
66052,3162643,mobile,iOS Device
66091,3162895,mobile,
66092,3162898,desktop,Windows
66096,3162915,mobile,LG-H542 Build/MRA58K
66104,3162986,mobile,iOS Device
66108,3162993,mobile,iOS Device
66111,3162998,mobile,iOS Device
66113,3163009,mobile,rv:57.0
66117,3163016,mobile,rv:57.0
66120,3163034,mobile,MotoG3 Build/MPIS24.65-33.1-2-16
66124,3163057,desktop,Windows
66246,3163593,desktop,Windows
66282,3163745,desktop,Windows
66284,3163807,mobile,
66286,3163820,desktop,Windows
66290,3163844,desktop,Trident/7.0
66300,3163927,mobile,iOS Device
66304,3163965,desktop,Windows
66315,3164103,desktop,Windows
66330,3164206,mobile,
66347,3164302,desktop,Windows
66365,3164441,desktop,Windows
66369,3164453,desktop,Windows
66393,3164545,desktop,MacOS
66394,3164560,desktop,Windows
66396,3164586,desktop,Windows
66397,3164620,mobile,
66399,3164630,desktop,MacOS
66411,3164739,mobile,iOS Device
66447,3165078,desktop,Windows
66452,3165099,desktop,MacOS
66453,3165101,mobile,HTC Desire 530 Build/MMB29M
66471,3165228,mobile,iOS Device
66472,3165230,desktop,MacOS
66505,3165377,desktop,Windows
66506,3165390,desktop,Windows
66517,3165475,mobile,iOS Device
66518,3165477,mobile,SAMSUNG SM-G950F Build/NRD90M
66523,3165519,mobile,Blade V580 Build/LMY47D
66630,3166067,desktop,Windows
66633,3166073,mobile,
66688,3166237,mobile,SAMSUNG-SM-G920A Build/NRD90M
66732,3166528,mobile,SAMSUNG
66778,3166743,mobile,PRA-LX3 Build/HUAWEIPRA-LX3
67026,3168316,mobile,
67105,3168616,mobile,
67247,3169431,desktop,Windows
67255,3169533,desktop,Windows
67278,3169663,desktop,MacOS
67317,3169905,desktop,Windows
67324,3169973,mobile,
67357,3170224,desktop,rv:57.0
67364,3170238,desktop,Windows
67403,3170547,desktop,Windows
67423,3170696,mobile,iOS Device
67424,3170697,mobile,Build/OPR6.170623.013
67443,3170842,desktop,
67473,3170989,mobile,iOS Device
67650,3172087,desktop,
67677,3172337,desktop,MacOS
67690,3172499,desktop,Windows
67744,3172913,desktop,Windows
67750,3172961,desktop,
67801,3173245,desktop,Windows
67824,3173402,desktop,Windows
67831,3173459,desktop,MacOS
67832,3173468,mobile,Moto E (4) Build/NMA26.42-19
67839,3173502,desktop,
67849,3173554,desktop,Windows
67957,3174310,desktop,rv:57.0
67970,3174388,desktop,rv:11.0
67986,3174502,mobile,iOS Device
68002,3174587,desktop,Windows
68011,3174657,desktop,Trident/7.0
68021,3174764,desktop,Windows
68054,3175058,desktop,Windows
68099,3175373,mobile,
68134,3175751,desktop,Windows
68145,3175862,desktop,MacOS
68337,3177163,mobile,
68352,3177222,mobile,F3313 Build/37.0.A.2.108
68384,3177414,mobile,C6906
68401,3177525,mobile,iOS Device
68459,3177921,desktop,Windows
68465,3177994,desktop,Trident/7.0
68477,3178052,desktop,
68485,3178120,desktop,Windows
68510,3178286,desktop,Windows
68513,3178302,desktop,Windows
68523,3178356,desktop,
68569,3178667,mobile,iOS Device
68580,3178705,desktop,Windows
68585,3178721,desktop,Windows
68592,3178754,desktop,MacOS
68624,3178949,desktop,Trident/7.0
68632,3178994,desktop,rv:11.0
68711,3179485,desktop,Windows
68726,3179560,mobile,SM-T350 Build/NMF26X
68773,3179868,desktop,Trident/7.0
68786,3179967,desktop,
68892,3180391,desktop,Windows
68896,3180409,desktop,Windows
68936,3180614,desktop,Windows
68968,3180798,desktop,Windows
68991,3180937,desktop,Windows
69010,3181045,desktop,
69035,3181172,desktop,Windows
69043,3181230,desktop,
69116,3181716,desktop,Windows
69180,3182055,desktop,Windows
69183,3182082,desktop,
69199,3182201,desktop,Trident/7.0
69210,3182298,desktop,MacOS
69219,3182388,desktop,Windows
69223,3182415,mobile,SM-J701M Build/NRD90M
69274,3182765,desktop,Windows
69310,3183059,mobile,
69323,3183122,desktop,
69345,3183287,desktop,Windows
69373,3183463,mobile,SAMSUNG SM-G930P Build/NRD90M
69631,3184608,mobile,iOS Device
69670,3184923,mobile,
69671,3184926,desktop,Windows
69674,3184982,desktop,Windows
69679,3185006,desktop,rv:57.0
69681,3185010,desktop,Windows
69686,3185038,mobile,SM-J320M Build/LMY47V
69768,3185546,mobile,ASUS_X008DC Build/NRD90M
69781,3185618,mobile,SM-A720F Build/NRD90M
69810,3185765,mobile,Moto X Play Build/NPD26.48-24-1
69815,3185772,desktop,MacOS
69831,3185846,desktop,
69833,3185853,desktop,
70174,3187532,mobile,iOS Device
70207,3187748,mobile,
70292,3188226,desktop,rv:11.0
70324,3188421,desktop,Windows
70331,3188470,mobile,SAMSUNG SM-A520F Build/NRD90M
70335,3188479,desktop,MacOS
70377,3188734,desktop,Windows
70399,3188847,mobile,
70412,3188915,mobile,iOS Device
70426,3189005,desktop,
70455,3189186,desktop,
70460,3189245,desktop,Windows
70463,3189263,desktop,Windows
70471,3189324,desktop,Trident/7.0
70474,3189372,desktop,Windows
70531,3189988,desktop,Windows
70568,3190236,mobile,iOS Device
70607,3190462,mobile,Pixel Build/OPM1.171019.012
70613,3190483,desktop,rv:57.0
70615,3190488,mobile,
70695,3190958,desktop,Windows
70703,3191010,desktop,Windows
70705,3191029,desktop,rv:57.0
70707,3191043,mobile,HTC Desire 10 lifestyle Build/MMB29M
70708,3191057,desktop,Trident/7.0
70950,3192550,desktop,Trident/7.0
71101,3193487,desktop,Windows
71108,3193507,mobile,SM-A710M Build/LMY47X
71115,3193547,desktop,Windows
71132,3193624,desktop,Windows
71148,3193714,desktop,
71151,3193728,mobile,
71157,3193754,mobile,
71240,3194127,desktop,MacOS
71296,3194412,mobile,BLU
71333,3194522,desktop,Windows
71412,3194985,desktop,
71593,3196090,desktop,Windows
71644,3196430,desktop,rv:11.0
71647,3196450,desktop,
71652,3196485,desktop,
71670,3196655,desktop,rv:11.0
71702,3196826,desktop,Windows
71806,3197228,desktop,Windows
71862,3197422,mobile,Lenovo A2016b30 Build/MRA58K
71876,3197467,mobile,SM-G955U Build/NRD90M
71936,3197858,,
71942,3197889,desktop,Trident/7.0
71944,3197905,mobile,
71960,3198000,mobile,SM-G955U Build/NRD90M
71969,3198060,mobile,MotoE2 Build/LPCS23.13-56-5
71974,3198077,mobile,SM-G930F Build/NRD90M
71992,3198142,desktop,
72043,3198437,desktop,Windows
72077,3198573,desktop,MacOS
72083,3198595,desktop,MacOS
72091,3198637,mobile,
72097,3198662,desktop,Windows
72102,3198691,desktop,
72207,3199288,mobile,SM-A510M Build/MMB29K
72218,3199326,mobile,SM-A510M Build/MMB29K
72227,3199356,desktop,MacOS
72298,3199755,desktop,
72305,3199788,desktop,
72324,3199861,desktop,Windows
72409,3200151,desktop,
72432,3200306,mobile,iOS Device
72443,3200441,desktop,Windows
72496,3200795,mobile,Alcatel_5098O Build/MMB29M
72530,3201035,desktop,Windows
72594,3201350,mobile,LG-X180g Build/LMY47I
72645,3201620,desktop,Windows
72688,3201862,desktop,Trident/7.0
72689,3201881,desktop,rv:57.0
72698,3201945,desktop,MacOS
72727,3202074,desktop,Windows
72851,3202946,desktop,Windows
72868,3203016,mobile,
72876,3203043,mobile,
72920,3203201,mobile,
72928,3203232,mobile,
73039,3203626,desktop,Trident/7.0
73047,3203666,mobile,Lenovo A2016b30 Build/MRA58K
73107,3204023,mobile,SM-J510MN Build/MMB29M
73237,3204888,mobile,iOS Device
73349,3205635,desktop,Windows
73408,3205835,mobile,iOS Device
73493,3206092,desktop,
73531,3206265,mobile,SM-G935F Build/NRD90M
73536,3206282,mobile,SM-G935F Build/NRD90M
73618,3206551,desktop,MacOS
73627,3206656,mobile,iOS Device
73629,3206660,mobile,iOS Device
73649,3206761,desktop,Windows
73661,3206797,mobile,
73667,3206832,mobile,
73668,3206840,mobile,SM-J200M Build/LMY47X
73678,3206886,mobile,
73684,3206921,desktop,Windows
73688,3206932,mobile,SM-G900V Build/MMB29M
73698,3207004,,
73704,3207023,mobile,BLADE V8 SE Build/NRD90M
73712,3207050,mobile,iOS Device
73713,3207063,desktop,Windows
73718,3207090,mobile,iOS Device
73771,3207401,desktop,MacOS
73784,3207505,desktop,MacOS
73791,3207556,desktop,Windows
73806,3207621,mobile,Moto X Play Build/NPD26.48-24-1
73825,3207755,desktop,Windows
73853,3207874,desktop,Windows
73880,3208014,mobile,SM-J320M Build/LMY47V
73902,3208093,desktop,Windows
73916,3208165,mobile,iOS Device
73924,3208188,mobile,
73928,3208193,mobile,Moto G (5) Plus Build/NPN25.137-72
73954,3208289,desktop,Windows
73984,3208430,desktop,
74034,3208653,desktop,Trident/7.0
74082,3209008,desktop,MacOS
74119,3209240,desktop,MacOS
74127,3209276,mobile,PRA-LX3 Build/HUAWEIPRA-LX3
74198,3209698,desktop,Windows
74227,3209884,desktop,Windows
74294,3210348,mobile,
74300,3210405,desktop,MacOS
74312,3210504,desktop,MacOS
74318,3210559,desktop,MacOS
74328,3210611,desktop,MacOS
74339,3210716,mobile,iOS Device
74369,3210888,desktop,
74416,3211165,desktop,rv:11.0
74476,3211426,mobile,
74549,3211786,mobile,iOS Device
74576,3211986,desktop,Windows
74586,3212060,mobile,iOS Device
74679,3212602,desktop,Trident/7.0
74710,3212775,mobile,SM-J730GM Build/NRD90M
74726,3212863,desktop,
74727,3212864,desktop,rv:58.0
74736,3212956,desktop,Windows
74751,3213036,desktop,Windows
74994,3214297,mobile,
75001,3214347,desktop,Windows
75018,3214431,desktop,Windows
75059,3214594,desktop,rv:11.0
75145,3215053,desktop,Windows
75166,3215235,mobile,SM-A300H Build/LRX22G
75167,3215237,desktop,Windows
75186,3215333,desktop,Windows
75190,3215352,desktop,Windows
75352,3216235,mobile,hi6210sft Build/MRA58K
75544,3217383,desktop,Windows
75604,3217606,mobile,hi6210sft Build/MRA58K
75820,3219269,desktop,Windows
75842,3219461,desktop,MacOS
75867,3219594,desktop,
75937,3219972,mobile,
76012,3220546,desktop,Windows
76024,3220614,desktop,
76104,3221079,desktop,Windows
76160,3221387,desktop,
76161,3221388,desktop,Windows
76165,3221412,desktop,Windows
76193,3221557,mobile,GT-I9060L Build/JDQ39
76201,3221587,desktop,rv:58.0
76257,3221750,desktop,Windows
76309,3221882,mobile,SM-A520F Build/NRD90M
76312,3221897,mobile,SM-G531H Build/LMY48B
76318,3221918,desktop,Windows
76337,3222096,desktop,MacOS
76339,3222110,desktop,MacOS
76386,3222562,mobile,iOS Device
76390,3222583,desktop,rv:11.0
76505,3223230,mobile,iOS Device
76506,3223233,mobile,SM-J730GM Build/NRD90M
76519,3223273,desktop,Windows
76553,3223413,desktop,Windows
76554,3223417,desktop,Windows
76557,3223422,desktop,
76711,3224281,desktop,MacOS
76734,3224424,desktop,Windows
76746,3224527,mobile,iOS Device
76952,3225808,mobile,iOS Device
76955,3225826,mobile,
77005,3226007,desktop,
77007,3226009,mobile,hi6210sft Build/MRA58K
77085,3226241,desktop,Windows
77166,3226758,desktop,
77274,3227654,mobile,iOS Device
77348,3228136,desktop,MacOS
77390,3228420,desktop,Windows
77402,3228511,desktop,
77411,3228589,mobile,SM-G930T Build/NRD90M
77456,3228775,mobile,Moto E (4) Build/NMA26.42-69
77482,3228865,desktop,Windows
77492,3228892,desktop,Windows
77591,3229250,,
77699,3229957,desktop,Windows
77707,3229979,mobile,CHC-U03 Build/HuaweiCHC-U03
77790,3230608,desktop,Windows
78013,3231721,mobile,SM-G530H Build/KTU84P
78072,3232015,mobile,SAMSUNG SM-A720F Build/NRD90M
78089,3232121,mobile,
78134,3232466,desktop,Windows
78202,3232858,mobile,
78229,3233003,desktop,MacOS
78269,3233232,desktop,Windows
78298,3233443,mobile,SM-A520F Build/NRD90M
78311,3233500,desktop,Windows
78355,3233843,desktop,Windows
78398,3234199,desktop,Windows
78436,3234480,mobile,SM-G570M Build/MMB29K
78479,3234697,desktop,MacOS
78515,3235015,,
78527,3235062,mobile,SM-A310F Build/NRD90M
78554,3235272,desktop,Windows
78596,3235584,desktop,Windows
78609,3235694,desktop,MacOS
78618,3235741,mobile,
78716,3236369,desktop,Windows
78746,3236557,desktop,Windows
78896,3237489,desktop,Windows
79040,3238304,desktop,
79098,3238706,mobile,iOS Device
79225,3239424,mobile,SM-G935V Build/NRD90M
79276,3239773,mobile,iOS Device
79292,3239870,mobile,TRT-L53 Build/HUAWEITRT-L53
79300,3239969,desktop,MacOS
79453,3240832,mobile,
79456,3240845,mobile,Moto G (5) Build/NPP25.137-72
79472,3240914,desktop,Windows
79480,3240945,mobile,
79506,3241036,desktop,MacOS
79521,3241100,mobile,
79576,3241255,desktop,Windows
79619,3241365,mobile,
79639,3241492,mobile,iOS Device
79726,3241934,mobile,Moto X Play Build/NPD26.48-24-1
79730,3241949,desktop,Windows
79731,3241953,mobile,hi6210sft Build/MRA58K
79740,3241986,desktop,Windows
79779,3242151,desktop,Windows
79911,3242815,desktop,Windows
79986,3243170,mobile,
79993,3243231,desktop,MacOS
80006,3243313,mobile,
80012,3243340,mobile,iOS Device
80013,3243341,mobile,Moto G (4) Build/NPJS25.93-14-13
80043,3243465,desktop,
80053,3243505,desktop,
80060,3243554,desktop,Windows
80121,3243771,desktop,Windows
80142,3243853,desktop,
80183,3243981,desktop,Windows
80206,3244030,desktop,
80207,3244031,desktop,Windows
80244,3244145,desktop,Windows
80302,3244467,mobile,SAMSUNG SM-G891A Build/NRD90M
80323,3244589,mobile,iOS Device
80345,3244726,mobile,
80355,3244813,desktop,Windows
80356,3244816,desktop,Windows
80409,3245142,desktop,
80416,3245170,desktop,
80418,3245182,desktop,MacOS
80430,3245238,desktop,Windows
80489,3245518,desktop,Windows
80525,3245670,mobile,MotoG3 Build/MPIS24.65-33.1-2-16
80632,3246208,mobile,
80638,3246246,mobile,hi6210sft Build/MRA58K
80652,3246301,mobile,SM-J700M Build/MMB29K
80659,3246324,mobile,iOS Device
80668,3246360,mobile,Ilium LT510 Build/MRA58K
80733,3246663,desktop,Trident/7.0
80748,3246724,mobile,SM-J200M Build/LMY47X
80755,3246754,desktop,MacOS
80783,3246867,mobile,MYA-L13 Build/HUAWEIMYA-L13
80938,3247445,mobile,
81074,3248366,mobile,
81076,3248371,mobile,
81079,3248397,desktop,Windows
81083,3248422,desktop,MacOS
81088,3248460,desktop,MacOS
81091,3248476,mobile,
81095,3248503,desktop,Windows
81096,3248516,mobile,SM-P550 Build/NMF26X
81103,3248548,mobile,
81104,3248562,mobile,iOS Device
81105,3248565,desktop,Windows
81109,3248578,desktop,Windows
81113,3248609,desktop,MacOS
81125,3248675,desktop,MacOS
81152,3248873,desktop,Windows
81155,3248890,desktop,Windows
81163,3248942,desktop,Windows
81165,3248965,desktop,MacOS
81298,3249633,desktop,
81318,3249732,mobile,
81338,3249811,mobile,SM-G532M Build/MMB29T
81350,3249872,mobile,iOS Device
81361,3249915,mobile,
81406,3250035,mobile,
81415,3250054,mobile,iOS Device
81443,3250116,desktop,Windows
81454,3250143,desktop,
81459,3250152,mobile,SM-G610M Build/MMB29K
81468,3250169,mobile,iOS Device
81479,3250214,,
81578,3250584,desktop,Trident/7.0
81583,3250589,mobile,F3213 Build/36.1.A.1.86
81586,3250594,mobile,iOS Device
81588,3250602,mobile,iOS Device
81691,3251227,mobile,SM-G935F Build/NRD90M
81694,3251262,mobile,SM-S327VL
81720,3251355,mobile,
81732,3251398,mobile,
81798,3251807,mobile,SM-G930V Build/NRD90M
81894,3252229,mobile,iOS Device
81900,3252250,mobile,
81914,3252313,desktop,Windows
82026,3252764,desktop,Windows
82156,3253558,desktop,Windows
82177,3253688,desktop,Trident/7.0
82196,3253742,desktop,MacOS
82223,3253862,mobile,Moto
82237,3253929,mobile,hi6210sft Build/MRA58K
82482,3255292,desktop,Windows
82491,3255310,desktop,rv:58.0
82501,3255336,desktop,MacOS
82523,3255434,mobile,Moto G (4) Build/NPJS25.93-14-13
82531,3255459,mobile,Moto G (4) Build/NPJS25.93-14-13
82539,3255478,mobile,Moto G (5) Build/NPPS25.137-15-11
82542,3255486,desktop,Windows
82543,3255490,mobile,Moto G (4) Build/NPJS25.93-14-13
82547,3255498,mobile,SAMSUNG
82570,3255561,mobile,LG-K500 Build/MMB29M
82574,3255578,mobile,
82597,3255681,mobile,SAMSUNG-SM-G928A Build/NRD90M
82601,3255685,mobile,
82609,3255706,desktop,
82620,3255746,mobile,hi6210sft Build/MRA58K
82787,3256616,desktop,rv:58.0
82836,3256867,desktop,Windows
83074,3257897,mobile,
83214,3258444,mobile,iOS Device
83324,3258791,mobile,iOS Device
83445,3259170,,
83462,3259240,desktop,Windows
83560,3259581,desktop,Windows
83574,3259630,mobile,iOS Device
83582,3259683,desktop,Windows
83622,3259850,mobile,Moto Z2 Play Build/NPSS26.118-19-14
83637,3259939,desktop,rv:58.0
83907,3260949,mobile,VS425PP Build/LMY47V
83911,3260955,mobile,VS425PP Build/LMY47V
84094,3261850,desktop,Trident/7.0
84095,3261858,desktop,Windows
84100,3261877,desktop,Windows
84153,3262019,mobile,LG-H650 Build/MRA58K
84218,3262239,desktop,Windows
84231,3262316,mobile,iOS Device
84233,3262360,mobile,iOS Device
84240,3262421,mobile,iOS Device
84244,3262437,desktop,Windows
84255,3262521,mobile,SM-G610M Build/MMB29K
84289,3262713,desktop,Windows
84314,3262852,desktop,Windows
84389,3263301,desktop,
84411,3263410,mobile,Moto G Play Build/MPIS24.241-15.3-7
84424,3263459,desktop,Trident/7.0
84459,3263592,desktop,MacOS
84547,3263962,desktop,Windows
84741,3264757,desktop,Windows
84747,3264776,mobile,iOS Device
84775,3264852,mobile,LG-H850 Build/MMB29M
84796,3264911,mobile,
85085,3266149,mobile,SM-J700M Build/LMY48B
85094,3266165,desktop,Windows
85141,3266465,desktop,Trident/7.0
85152,3266599,desktop,Windows
85415,3267962,mobile,TA-1039 Build/NMF26F
85444,3268063,desktop,Windows
85573,3268681,desktop,Windows
85594,3268737,mobile,ALUMINI
85612,3268818,mobile,SAMSUNG SM-G891A Build/NRD90M
85639,3268975,desktop,
85647,3269021,desktop,Windows
85775,3269693,mobile,
85786,3269761,desktop,Windows
85836,3269986,mobile,ALCATEL ONE TOUCH 5036A Build/JDQ39
85841,3270000,mobile,XT1580
85846,3270013,desktop,MacOS
85963,3270603,mobile,
85979,3270670,mobile,SM-G920P Build/NRD90M
86175,3271511,desktop,Windows
86224,3271749,desktop,Windows
86241,3271830,mobile,WAS-LX3 Build/HUAWEIWAS-LX3
86316,3272215,mobile,SAMSUNG SM-G950U Build/NRD90M
86381,3272588,desktop,Moto E (4) Plus Build/NMA26.42-69
86399,3272674,mobile,SM-G570M Build/NRD90M
86421,3272774,mobile,
86448,3272930,mobile,SM-G610M Build/MMB29K
86514,3273122,mobile,LG-H650 Build/MRA58K
86519,3273145,mobile,XT1053 Build/LPAS23.12-21.7-1
86542,3273212,desktop,
86559,3273291,desktop,MacOS
86646,3273810,mobile,iOS Device
86702,3274124,mobile,iOS Device
86704,3274134,desktop,Windows
86710,3274176,mobile,iOS Device
86878,3275309,mobile,iOS Device
86935,3275589,mobile,
86946,3275650,desktop,Windows
86950,3275664,mobile,CAM-L03 Build/HUAWEICAM-L03
87020,3276000,desktop,Trident/7.0
87059,3276193,desktop,Windows
87083,3276330,desktop,
87241,3277346,desktop,
87330,3277836,mobile,
87334,3277855,desktop,Moto
87337,3277862,desktop,Windows
87339,3277877,desktop,Windows
87378,3278110,desktop,Windows
87381,3278126,desktop,Windows
87390,3278199,desktop,Windows
87402,3278243,mobile,
87455,3278529,mobile,HTC Desire 530 Build/MMB29M
87482,3278673,desktop,Moto G (4) Build/NPJS25.93-14-13
87485,3278701,desktop,Windows
87490,3278738,desktop,
87496,3278778,mobile,
87514,3278852,mobile,
87515,3278854,mobile,SM-G355M Build/KOT49H
87516,3278862,mobile,iOS Device
87517,3278870,mobile,SM-N950F Build/NMF26X
87518,3278872,mobile,
87524,3278894,mobile,XT1008 Build/LPBS23.13-56-2
87525,3278895,desktop,
87584,3279255,mobile,iOS Device
87586,3279260,mobile,SM-G610M Build/MMB29K
87587,3279263,desktop,Windows
87588,3279273,mobile,iOS Device
87590,3279292,desktop,Windows
87616,3279470,desktop,Windows
87624,3279502,mobile,SAMSUNG
87673,3279753,desktop,Trident/7.0
88019,3281760,mobile,SM-T350 Build/NMF26X
88145,3282261,mobile,SM-A520F Build/NRD90M
88151,3282302,desktop,
88153,3282318,desktop,
88644,3285066,desktop,MacOS
88657,3285118,desktop,Windows
88668,3285160,desktop,
88693,3285256,mobile,SM-J510MN Build/MMB29M
88861,3285939,desktop,Trident/7.0
88953,3286376,desktop,Trident/7.0
88988,3286536,desktop,Windows
89001,3286648,desktop,Windows
89019,3286752,desktop,Windows
89216,3288001,desktop,Windows
89230,3288157,desktop,Windows
89232,3288163,desktop,Moto G (5) Plus Build/NPN25.137-82
89238,3288195,desktop,Windows
89243,3288252,mobile,iOS Device
89247,3288289,mobile,SM-A520F Build/NRD90M
89250,3288311,desktop,
89281,3288411,desktop,
89457,3289183,desktop,MacOS
89472,3289259,mobile,
89479,3289282,desktop,MacOS
89484,3289311,mobile,iOS Device
89539,3289691,mobile,TA-1044 Build/NMF26F
89898,3291548,desktop,
89962,3291819,desktop,Windows
90006,3292006,desktop,MacOS
90108,3292626,desktop,MacOS
90114,3292657,desktop,
90172,3293067,desktop,Windows
90249,3293570,desktop,Windows
90318,3293917,mobile,SM-J320M Build/LMY47V
90373,3294706,desktop,
90427,3295048,mobile,
90566,3295847,desktop,Windows
90787,3297378,desktop,MacOS
90800,3297461,desktop,
90911,3298133,desktop,Windows
90912,3298136,desktop,Trident/7.0
91009,3298623,mobile,LG-K530 Build/MMB29M
91024,3298745,desktop,Windows
91066,3298971,desktop,Windows
91067,3298973,desktop,Windows
91080,3299026,mobile,iris702
91081,3299030,desktop,Trident/7.0
91087,3299079,desktop,Windows
91111,3299198,mobile,SM-G610M Build/MMB29K
91135,3299319,desktop,Windows
91170,3299601,desktop,Windows
91189,3299810,mobile,
91237,3300050,mobile,iOS Device
91254,3300148,mobile,iOS Device
91255,3300150,mobile,iOS Device
91311,3300396,desktop,Windows
91358,3300712,desktop,Windows
91443,3301283,mobile,SM-J700M Build/MMB29K
91452,3301373,desktop,
91539,3302001,desktop,Windows
91585,3302278,mobile,LG-H542 Build/MRA58K
91590,3302313,desktop,Trident/7.0
91625,3302525,desktop,Trident/7.0
91694,3302990,desktop,Windows
91797,3303425,desktop,Windows
91825,3303500,mobile,SM-G530H Build/KTU84P
91839,3303536,desktop,Windows
91878,3303683,mobile,Lenovo PB2-650Y Build/MRA58K
91939,3303932,mobile,SM-J701M Build/NRD90M
91943,3303974,mobile,5010G Build/MRA58K
92078,3305135,desktop,Windows
92088,3305172,desktop,Windows
92181,3305741,mobile,iOS Device
92248,3306144,desktop,Trident/7.0
92281,3306341,desktop,Trident/7.0
92285,3306359,mobile,CAM-L03 Build/HUAWEICAM-L03
92328,3306678,mobile,SM-G531H Build/LMY48B
92334,3306754,desktop,
92353,3306844,mobile,
92362,3306990,desktop,Windows
92605,3308111,desktop,
92612,3308185,mobile,8050G Build/LMY47I
92623,3308230,mobile,8050G Build/LMY47I
92641,3308447,desktop,Windows
92643,3308465,desktop,Windows
92661,3308666,mobile,iOS Device
92669,3308758,desktop,MacOS
92671,3308766,desktop,Windows
92689,3308894,desktop,Windows
92801,3310465,desktop,Windows
92807,3310579,,
92818,3310945,mobile,SM-G531H Build/LMY48B
92839,3311255,,
92846,3311386,mobile,iOS Device
92872,3311772,desktop,Windows
92955,3312741,mobile,SAMSUNG SM-J710MN Build/MMB29K
92961,3312794,desktop,Windows
92965,3312808,desktop,Trident/7.0
92972,3312847,mobile,
93000,3313031,desktop,Trident/7.0
93038,3313503,mobile,
93049,3313614,mobile,
93066,3313795,mobile,SM-J510MN Build/MMB29M
93073,3313850,mobile,iOS Device
93129,3314362,mobile,LG-K410 Build/LRX22G
93149,3314535,mobile,PRA-LX3 Build/HUAWEIPRA-LX3
93186,3314757,mobile,iOS Device
93190,3314776,mobile,ALE-L23 Build/HuaweiALE-L23
93272,3315266,mobile,SAMSUNG SM-G955U Build/NRD90M
93324,3315609,mobile,4027A Build/KOT49H
93330,3315634,mobile,ALE-L23 Build/HuaweiALE-L23
93331,3315651,mobile,SM-G531H Build/LMY48B
93344,3315712,mobile,
93347,3315745,desktop,Windows
93361,3315876,mobile,LG-M153 Build/MXB48T
93363,3315919,mobile,iOS Device
93393,3316204,desktop,Windows
93440,3316570,,
93447,3316628,desktop,Windows
93561,3317737,mobile,HUAWEI CUN-L03 Build/HUAWEICUN-L03
93720,3318739,desktop,SAMSUNG
93798,3319231,desktop,Windows
93954,3320209,mobile,
94231,3321657,mobile,LG-D680 Build/KOT49I
94261,3321904,mobile,Moto G (4) Build/NPJ25.93-14.7
